stroke_idx,wp_idx,kind,x_m,y_m,z_m,qx,qy,qz,qw,intensity,q1,q2,q3,q4,q5,q6,q7
0,31,draw,0.449800,-0.429570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.405868,0.576057,-0.370032,-1.932281,0.314879,2.452180,2.174993
0,32,draw,0.449800,-0.430570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.409378,0.577305,-0.367922,-1.929477,0.313336,2.451181,2.174993
0,33,draw,0.449800,-0.431570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.412877,0.578560,-0.365819,-1.926664,0.311796,2.450176,2.174993
0,34,draw,0.449800,-0.432570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.416366,0.579821,-0.363723,-1.923842,0.310260,2.449166,2.174993
0,35,draw,0.449800,-0.433570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.419843,0.581090,-0.361634,-1.921012,0.308727,2.448150,2.174993
0,36,draw,0.449800,-0.434570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.423309,0.582366,-0.359552,-1.918173,0.307197,2.447128,2.174993
0,37,draw,0.449800,-0.435570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.426764,0.583649,-0.357477,-1.915325,0.305671,2.446101,2.174993
0,38,draw,0.449800,-0.436570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.430208,0.584939,-0.355408,-1.912468,0.304147,2.445068,2.174993
0,39,draw,0.449800,-0.437570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.433641,0.586235,-0.353347,-1.909602,0.302627,2.444030,2.174993
0,40,draw,0.449800,-0.438570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.437063,0.587539,-0.351293,-1.906727,0.301110,2.442986,2.174993
0,41,draw,0.449800,-0.439570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.440475,0.588850,-0.349245,-1.903844,0.299596,2.441936,2.174993
0,42,draw,0.449800,-0.440570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.443875,0.590168,-0.347204,-1.900951,0.298085,2.440880,2.174993
0,43,draw,0.449800,-0.441570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.447265,0.591493,-0.345170,-1.898049,0.296578,2.439819,2.174993
0,44,draw,0.449800,-0.442570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.450643,0.592825,-0.343143,-1.895139,0.295073,2.438752,2.174993
0,45,draw,0.449800,-0.443570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.454011,0.594164,-0.341122,-1.892219,0.293572,2.437680,2.174993
0,46,draw,0.449800,-0.444570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.457369,0.595511,-0.339108,-1.889290,0.292073,2.436602,2.174993
0,47,draw,0.449800,-0.445570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.460715,0.596864,-0.337101,-1.886352,0.290578,2.435518,2.174993
0,48,draw,0.449800,-0.446570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.464051,0.598224,-0.335100,-1.883404,0.289085,2.434428,2.174993
0,49,draw,0.449800,-0.447570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.467376,0.599591,-0.333107,-1.880448,0.287596,2.433333,2.174993
0,50,draw,0.449800,-0.448570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.470691,0.600966,-0.331119,-1.877482,0.286110,2.432231,2.174993
0,51,draw,0.449800,-0.449570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.473994,0.602347,-0.329138,-1.874507,0.284626,2.431125,2.174993
0,52,draw,0.449800,-0.450570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.477288,0.603736,-0.327164,-1.871522,0.283146,2.430012,2.174993
0,53,draw,0.449800,-0.451570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.480570,0.605131,-0.325197,-1.868528,0.281668,2.428893,2.174993
0,54,draw,0.449800,-0.452570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.483843,0.606534,-0.323235,-1.865525,0.280194,2.427769,2.174993
0,55,draw,0.449800,-0.453570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.487104,0.607944,-0.321281,-1.862512,0.278722,2.426639,2.174993
0,56,draw,0.449800,-0.454570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.490355,0.609361,-0.319332,-1.859490,0.277253,2.425503,2.174993
0,57,draw,0.449800,-0.455570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.493596,0.610785,-0.317390,-1.856458,0.275787,2.424361,2.174993
0,58,draw,0.449800,-0.456570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.496826,0.612216,-0.315455,-1.853416,0.274324,2.423214,2.174993
0,59,draw,0.449800,-0.457570,-0.010700,-0.382683,0.923880,0.000000,-0.000000,1.000,-0.500046,0.613654,-0.313526,-1.850365,0.272864,2.422060,2.174993
